Round,EnergyUsed,AliveNodes,ReachedSink,AvgDistToSink
1,0.03432874930134697,38,0,147.9797121478607
2,0.03263892690322058,37,0,146.43517824064904
3,0.03263892690322058,37,0,146.43517824064904
4,0.03213385497191295,36,0,147.35973871447436
5,0.03213385497191295,36,0,147.35973871447436
6,0.030971873201360058,35,0,145.83708079311702
7,0.029743725198232526,33,0,146.06123915563322
8,0.029864552404845843,33,0,146.06123915563322
9,0.02923218448599171,32,0,146.138638381897
10,0.02923218448599171,32,0,146.138638381897
11,0.02923218448599171,32,0,146.138638381897
12,0.02923218448599171,32,0,146.138638381897
13,0.02923218448599171,32,0,146.138638381897
14,0.02923218448599171,32,0,146.138638381897
15,0.02923218448599171,32,0,146.138638381897
16,0.02923218448599171,32,0,146.138638381897
17,0.02923218448599171,32,0,146.138638381897
18,0.02923218448599171,32,0,146.138638381897
19,0.02923218448599171,32,0,146.138638381897
20,0.02923218448599171,32,0,146.138638381897
21,0.02923218448599171,32,0,146.138638381897
22,0.02923218448599171,32,0,146.138638381897
23,0.02923218448599171,32,0,146.138638381897
24,0.02923218448599171,32,0,146.138638381897
25,0.02923218448599171,32,0,146.138638381897
26,0.02923218448599171,32,0,146.138638381897
27,0.02923218448599171,32,0,146.138638381897
28,0.02923218448599171,32,0,146.138638381897
29,0.02923218448599171,32,0,146.138638381897
30,0.02923218448599171,32,0,146.138638381897
31,0.02923218448599171,32,0,146.138638381897
32,0.02923218448599171,32,0,146.138638381897
33,0.02923218448599171,32,0,146.138638381897
34,0.02923218448599171,32,0,146.138638381897
35,0.02923218448599171,32,0,146.138638381897
36,0.02923218448599171,32,0,146.138638381897
37,0.02923218448599171,32,0,146.138638381897
38,0.02923218448599171,32,0,146.138638381897
39,0.02923218448599171,32,0,146.138638381897
40,0.02923218448599171,32,0,146.138638381897
41,0.02923218448599171,32,0,146.138638381897
42,0.02923218448599171,32,0,146.138638381897
43,0.02923218448599171,32,0,146.138638381897
44,0.02923218448599171,32,0,146.138638381897
45,0.02923218448599171,32,0,146.138638381897
46,0.02923218448599171,32,0,146.138638381897
47,0.02923218448599171,32,0,146.138638381897
48,0.02923218448599171,32,0,146.138638381897
49,0.02923218448599171,32,0,146.138638381897
50,0.02923218448599171,32,0,146.138638381897
51,0.02923218448599171,32,0,146.138638381897
52,0.02923218448599171,32,0,146.138638381897
53,0.02923218448599171,32,0,146.138638381897
54,0.02923218448599171,32,0,146.138638381897
55,0.02923218448599171,32,0,146.138638381897
56,0.02923218448599171,32,0,146.138638381897
57,0.02923218448599171,32,0,146.138638381897
58,0.02923218448599171,32,0,146.138638381897
59,0.02923218448599171,32,0,146.138638381897
60,0.02923218448599171,32,0,146.138638381897
61,0.02923218448599171,32,0,146.138638381897
62,0.02923218448599171,32,0,146.138638381897
63,0.02923218448599171,32,0,146.138638381897
64,0.02923218448599171,32,0,146.138638381897
65,0.02923218448599171,32,0,146.138638381897
66,0.02923218448599171,32,0,146.138638381897
67,0.02923218448599171,32,0,146.138638381897
68,0.02923218448599171,32,0,146.138638381897
69,0.02923218448599171,32,0,146.138638381897
70,0.02923218448599171,32,0,146.138638381897
71,0.02923218448599171,32,0,146.138638381897
72,0.02923218448599171,32,0,146.138638381897
73,0.02923218448599171,32,0,146.138638381897
74,0.02923218448599171,32,0,146.138638381897
75,0.02923218448599171,32,0,146.138638381897
76,0.02923218448599171,32,0,146.138638381897
77,0.02923218448599171,32,0,146.138638381897
78,0.02923218448599171,32,0,146.138638381897
79,0.02923218448599171,32,0,146.138638381897
80,0.02923218448599171,32,0,146.138638381897
81,0.02923218448599171,32,0,146.138638381897
82,0.02923218448599171,32,0,146.138638381897
83,0.02923218448599171,32,0,146.138638381897
84,0.02923218448599171,32,0,146.138638381897
85,0.02923218448599171,32,0,146.138638381897
86,0.02923218448599171,32,0,146.138638381897
87,0.02923218448599171,32,0,146.138638381897
88,0.02923218448599171,32,0,146.138638381897
89,0.02923218448599171,32,0,146.138638381897
90,0.02923218448599171,32,0,146.138638381897
91,0.02923218448599171,32,0,146.138638381897
92,0.02923218448599171,32,0,146.138638381897
93,0.02923218448599171,32,0,146.138638381897
94,0.02923218448599171,32,0,146.138638381897
95,0.02923218448599171,32,0,146.138638381897
96,0.02923218448599171,32,0,146.138638381897
97,0.02923218448599171,32,0,146.138638381897
98,0.02923218448599171,32,0,146.138638381897
99,0.02923218448599171,32,0,146.138638381897
100,0.02923218448599171,32,0,146.138638381897
