Round,EnergyUsed,AliveNodes
1,0.03969480873768663,50
2,0.03969480873768663,50
3,0.03969480873768663,50
4,0.03969480873768663,50
5,0.03969480873768663,50
6,0.03969480873768663,50
7,0.03969480873768663,50
8,0.03969480873768663,50
9,0.03969480873768663,50
10,0.03969480873768663,50
11,0.03969480873768663,50
12,0.03969480873768663,50
13,0.03969480873768663,50
14,0.03969480873768663,50
15,0.03969480873768663,50
16,0.03969480873768663,50
17,0.03969480873768663,50
18,0.03969480873768663,50
19,0.03969480873768663,50
20,0.03969480873768663,50
21,0.03969480873768663,50
22,0.03969480873768663,50
23,0.03969480873768663,50
24,0.03969480873768663,50
25,0.03969480873768663,50
26,0.03969480873768663,50
27,0.03969480873768663,50
28,0.03969480873768663,50
29,0.03969480873768663,50
30,0.03969480873768663,50
31,0.03969480873768663,50
32,0.03969480873768663,50
33,0.03969480873768663,50
34,0.03969480873768663,50
35,0.03969480873768663,50
36,0.03969480873768663,50
37,0.03969480873768663,50
38,0.03969480873768663,50
39,0.03969480873768663,50
40,0.03969480873768663,50
41,0.03969480873768663,50
42,0.03969480873768663,50
43,0.03969480873768663,50
44,0.03969480873768663,50
45,0.03969480873768663,50
46,0.03969480873768663,50
47,0.03969480873768663,50
48,0.03969480873768663,50
49,0.03969480873768663,50
50,0.03969480873768663,50
51,0.03969480873768663,50
52,0.03969480873768663,50
53,0.03969480873768663,50
54,0.03969480873768663,50
55,0.03969480873768663,50
56,0.03969480873768663,50
57,0.03969480873768663,50
58,0.03969480873768663,50
59,0.03969480873768663,50
60,0.03969480873768663,50
61,0.03969480873768663,50
62,0.03969480873768663,50
63,0.03969480873768663,50
64,0.03969480873768663,50
65,0.03969480873768663,50
66,0.03969480873768663,50
67,0.03969480873768663,50
68,0.03969480873768663,50
69,0.03969480873768663,50
70,0.03969480873768663,50
71,0.03969480873768663,50
72,0.03969480873768663,50
73,0.03969480873768663,50
74,0.03969480873768663,50
75,0.03969480873768663,50
76,0.03969480873768663,50
77,0.03969480873768663,50
78,0.03969480873768663,50
79,0.03969480873768663,50
80,0.03969480873768663,50
81,0.03969480873768663,50
82,0.03969480873768663,50
83,0.03969480873768663,50
84,0.03969480873768663,50
85,0.03969480873768663,50
86,0.03969480873768663,50
87,0.03969480873768663,50
88,0.03969480873768663,50
89,0.03969480873768663,50
90,0.03969480873768663,50
91,0.03969480873768663,50
92,0.03969480873768663,50
93,0.03969480873768663,50
94,0.03969480873768663,50
95,0.03969480873768663,50
96,0.03969480873768663,50
97,0.03969480873768663,50
98,0.03969480873768663,50
99,0.03969480873768663,50
100,0.03969480873768663,50
